ActualElapsedTime,AirTime,ArrDelay,ArrTime,CRSArrTime,CRSDepTime,CRSElapsedTime,CancellationCode,Cancelled,CarrierDelay,DayOfWeek,DayofMonth,DepDelay,DepTime,Dest,Distance,Diverted,FlightNum,LateAircraftDelay,Month,NASDelay,Origin,SecurityDelay,TailNum,TaxiIn,TaxiOut,UniqueCarrier,WeatherDelay,Year
87.0,,-16.0,1241.0,1257,1115,102,,0,,2,19,-1.0,1114.0,CLT,529.0,0,1532,,4,,EWR,,,,,US,,1994
55.0,,18.0,1628.0,1610,1510,60,,0,,2,24,23.0,1533.0,DCA,227.0,0,462,,8,,RDU,,,,,AA,,1993
147.0,,27.0,1707.0,1640,1510,150,,0,,7,27,30.0,1540.0,PHX,1037.0,0,878,,11,,OMA,,,,,HP,,1988
41.0,31.0,-1.0,1459.0,1500,1415,45,,0,,4,23,3.0,1418.0,CRP,187.0,0,27,,1,,HOU,,N105,3.0,7.0,WN,,2003
268.0,252.0,20.0,1206.0,1146,931,255,,0,,3,15,7.0,938.0,SEA,1660.0,0,1215,,2,,DFW,,N501AA,3.0,13.0,AA,,1995
110.0,84.0,-2.0,1310.0,1312,1020,112,,0,,7,23,0.0,1020.0,SLC,626.0,0,1197,,2,,SAN,,N907DA,6.0,20.0,DL,,2003
72.0,47.0,-7.0,1045.0,1052,933,79,,0,,1,10,0.0,933.0,STL,258.0,0,489,,1,,ORD,,N64339,5.0,20.0,TW,,2000
89.0,,68.0,1930.0,1822,1725,57,,0,,3,22,36.0,1801.0,DTW,201.0,0,1258,,12,,PIT,,,,,US,,1993
,,,,550,2211,279,,1,,6,26,,,IAD,2306.0,0,224,,8,,SEA,,UNKNOW,0.0,0.0,UA,,2000
130.0,90.0,12.0,1330.0,1318,1120,118,,0,,3,29,0.0,1120.0,STL,668.0,0,101,,8,,IAH,,N401ãæ,3.0,37.0,TW,,2001
50.0,36.0,0.0,945.0,945,855,50,,0,,1,12,0.0,855.0,HRL,233.0,0,153,,8,,SAT,,N82,2.0,12.0,WN,,2002
90.0,62.0,8.0,2054.0,2046,1920,86,,0,,7,6,4.0,1924.0,MSY,448.0,0,262,,6,,DFW,,N377DA,4.0,24.0,DL,,1999
153.0,,-22.0,1320.0,1342,1042,180,,0,,2,19,5.0,1047.0,TPA,998.0,0,699,,3,,EWR,,,,,CO,,1991
78.0,52.0,6.0,1416.0,1410,1250,80,,0,0.0,1,19,8.0,1258.0,DAB,366.0,0,4621,0.0,7,0.0,ATL,0.0,N701EV,2.0,24.0,EV,0.0,2004
146.0,134.0,-22.0,1451.0,1513,1125,168,,0,,7,23,0.0,1125.0,JFK,1182.0,0,880,,2,,MSY,,N905TW,4.0,8.0,TW,,1997
54.0,38.0,-2.0,911.0,913,818,55,,0,,2,29,-1.0,817.0,DFW,190.0,0,1213,,4,,AUS,,N486AA,8.0,8.0,AA,,1997
114.0,93.0,-5.0,1501.0,1506,1408,118,,0,,1,28,-1.0,1407.0,DEN,641.0,0,269,,4,,DFW,,N557AA,6.0,15.0,AA,,1997
50.0,39.0,0.0,1300.0,1300,1210,50,,0,,2,15,0.0,1210.0,SJC,188.0,0,1275,,9,,RNO,,N388,3.0,8.0,WN,,1998
45.0,,42.0,2242.0,2200,2110,50,,0,,1,18,47.0,2157.0,MCI,223.0,0,377,,1,,TUL,,,,,WN,,1993
76.0,,-13.0,1032.0,1045,930,75,,0,,2,24,-14.0,916.0,CMH,346.0,0,1158,,10,,CLT,,,,,US,,1989
128.0,111.0,-14.0,1204.0,1218,1100,138,,0,,1,25,-4.0,1056.0,COS,809.0,0,1017,,11,,IAH,,N33637,4.0,13.0,CO,,1996
129.0,106.0,7.0,1950.0,1943,1725,138,,0,,7,9,16.0,1741.0,DSM,802.0,0,2190,,2,,IAH,,N18982,5.0,18.0,XE,,2003
,,,,735,640,55,,1,,3,6,,,MDW,251.0,0,338,,2,,STL,,,,,WN,,1991
259.0,212.0,5.0,1815.0,1810,1200,250,,0,0.0,3,21,-4.0,1156.0,ORD,1846.0,0,870,0.0,4,0.0,SFO,0.0,N815UA,7.0,40.0,UA,0.0,2004
77.0,,-3.0,1057.0,1100,840,80,,0,,4,25,0.0,840.0,ABQ,487.0,0,803,,8,,LAS,,,,,WN,,1988
71.0,58.0,16.0,1931.0,1915,1800,75,,0,8.0,4,15,20.0,1820.0,BHM,410.0,0,794,8.0,12,0.0,STL,0.0,N784,3.0,10.0,WN,0.0,2005
384.0,339.0,37.0,2147.0,2110,1755,375,,0,,4,2,28.0,1823.0,LAX,2611.0,0,61,,8,,BOS,,-N187D,9.0,36.0,DL,,2001
72.0,55.0,7.0,1837.0,1830,1725,65,,0,,7,8,0.0,1725.0,MDW,251.0,0,505,,9,,STL,,N355,6.0,11.0,WN,,2002
127.0,111.0,-16.0,1301.0,1317,1000,137,,0,,1,9,-6.0,954.0,ATL,874.0,0,430,,9,,SAT,,N998DL,7.0,9.0,DL,,2002
79.0,,8.0,1614.0,1606,1450,76,,0,,5,29,5.0,1455.0,IND,381.0,0,957,,6,,MEM,,,,,NW,,1990
134.0,,-9.0,1413.0,1422,1055,147,,0,,4,14,4.0,1059.0,ATL,906.0,0,320,,3,,MSP,,,,,DL,,1991
68.0,,-11.0,1510.0,1521,1405,76,,0,,5,29,-3.0,1402.0,PHL,336.0,0,1062,,12,,RDU,,,,,AA,,1989
100.0,66.0,-1.0,1303.0,1304,1025,99,,0,,1,26,-2.0,1023.0,DTW,440.0,0,766,,8,,STL,,N52312,6.0,28.0,TW,,1996
52.0,33.0,24.0,1000.0,936,842,54,,0,,1,18,26.0,908.0,MLI,187.0,0,509,,11,,STL,,N969Z,2.0,17.0,TW,,1996
80.0,,3.0,2121.0,2118,1955,83,,0,,1,11,6.0,2001.0,ATL,403.0,0,263,,3,,MCO,,,,,DL,,1991
120.0,89.0,73.0,1917.0,1804,1700,124,,0,,4,19,77.0,1817.0,ORD,599.0,0,4325,,9,,CLT,,N808MQ,5.0,26.0,MQ,,2002
63.0,,0.0,1656.0,1656,1550,66,,0,,5,4,3.0,1553.0,LGA,229.0,0,910,,12,,IAD,,,,,UA,,1987
211.0,,-1.0,1055.0,1056,925,211,,0,,3,26,-1.0,924.0,DEN,1506.0,0,551,,4,,TPA,,,,,UA,,1989
149.0,117.0,9.0,1337.0,1328,1107,141,,0,,1,14,1.0,1108.0,BUR,937.0,0,507,,9,,SEA,,N981AS,5.0,27.0,AS,,1998
255.0,240.0,-10.0,2315.0,2325,1645,280,,0,0.0,7,20,15.0,1700.0,PVD,2277.0,0,2279,0.0,2,0.0,PHX,0.0,N797,3.0,12.0,WN,0.0,2005
215.0,88.0,149.0,2250.0,2021,1910,131,,0,,4,16,65.0,2015.0,MSP,596.0,0,1174,,1,,CVG,,N978DL,7.0,120.0,DL,,2003
128.0,107.0,-15.0,2252.0,2307,2045,142,,0,,4,3,-1.0,2044.0,DFW,802.0,0,2359,,8,,ORD,,N511AA,8.0,13.0,AA,,2000
49.0,39.0,-7.0,918.0,925,835,50,,0,,2,16,-6.0,829.0,SFO,86.0,0,5563,,12,,SMF,,N563SW,4.0,6.0,OO,,2008
124.0,106.0,-1.0,1916.0,1917,1810,127,,0,,6,2,2.0,1812.0,ONT,819.0,0,1209,,12,,DEN,,N537UA,5.0,13.0,UA,,2000
57.0,37.0,0.0,1745.0,1745,1750,55,,0,,7,16,-2.0,1748.0,ORD,137.0,0,1498,,4,,GRR,,N992UA,9.0,11.0,UA,,2000
309.0,,0.0,1449.0,1449,1240,309,,0,,7,6,0.0,1240.0,SAN,2106.0,0,167,,10,,PIT,,,,,US,,1991
101.0,40.0,156.0,153.0,2317,2211,66,,0,,4,4,121.0,12.0,IAH,224.0,0,862,,6,,DFW,,N224AA,8.0,53.0,AA,,1998
98.0,79.0,-4.0,1111.0,1115,835,100,,0,0.0,2,30,-2.0,833.0,DEN,602.0,0,1968,0.0,10,0.0,PHX,0.0,N369SW,8.0,11.0,WN,0.0,2007
137.0,113.0,-4.0,1013.0,1017,900,137,,0,,6,2,-4.0,856.0,OKC,756.0,0,699,,10,,CVG,,N367DL,4.0,20.0,DL,,1999
82.0,69.0,-18.0,1352.0,1410,1235,95,,0,,7,20,-5.0,1230.0,DFW,432.0,0,831,,5,,MEM,,N952N@,4.0,9.0,NW,,2001
175.0,,44.0,43.0,2359,2025,154,,0,,2,8,23.0,2048.0,RDU,1062.0,0,1676,,6,,DFW,,,,,DL,,1993
,,,,2058,1938,80,A,1,0.0,5,3,,,LGB,355.0,0,2739,0.0,8,0.0,PHX,0.0,N922FJ,0.0,0.0,YV,0.0,2007
153.0,138.0,-21.0,2043.0,2104,1914,170,,0,,2,14,-4.0,1910.0,DFW,927.0,0,817,,11,,CMH,,N532AA,4.0,11.0,AA,,2000
68.0,51.0,-5.0,1252.0,1257,1144,73,,0,0.0,6,4,0.0,1144.0,LAX,209.0,0,3052,0.0,3,0.0,FAT,0.0,N382AE,10.0,7.0,MQ,0.0,2006
147.0,,0.0,1955.0,1955,1627,148,,0,,5,9,1.0,1628.0,MSP,991.0,0,1852,,11,,SLC,,,,,DL,,1990
209.0,160.0,38.0,1553.0,1515,1410,185,,0,0.0,5,29,14.0,1424.0,LAX,1235.0,0,2445,14.0,6,24.0,DFW,0.0,N4WPAA,13.0,36.0,AA,0.0,2007
77.0,,16.0,1326.0,1310,1200,70,,0,,6,20,9.0,1209.0,LAX,337.0,0,1223,,2,,SFO,,,,,DL,,1993
107.0,81.0,217.0,106.0,2129,1840,109,,0,,7,22,219.0,2219.0,CLT,599.0,0,2120,,7,,ORD,,N396äâ,6.0,20.0,US,,2001
77.0,,20.0,833.0,813,710,63,,0,,6,5,6.0,716.0,BWI,281.0,0,1473,,11,,BUF,,,,,PI,,1988
62.0,,-3.0,902.0,905,800,65,,0,,3,31,0.0,800.0,AMA,324.0,0,122,,3,,DAL,,,,,WN,,1993
65.0,39.0,90.0,2120.0,1950,1900,50,,0,,3,24,75.0,2015.0,SAT,192.0,0,727,,10,,HOU,,N652@@,6.0,20.0,WN,,2001
175.0,,2.0,1805.0,1803,1610,173,,0,,6,30,0.0,1610.0,DFW,1062.0,0,1067,,9,,RDU,,,,,DL,,1989
175.0,159.0,1.0,855.0,854,610,164,,0,,3,19,-10.0,600.0,LGA,1076.0,0,370,,11,,FLL,,N658JB,6.0,10.0,B6,,2008
76.0,54.0,-1.0,1641.0,1642,1535,67,,0,0.0,6,4,-10.0,1525.0,DEN,212.0,0,6279,0.0,11,0.0,GJT,0.0,N270YV,8.0,14.0,OO,0.0,2006
74.0,47.0,110.0,1800.0,1610,1458,72,,0,95.0,5,29,108.0,1646.0,LIT,304.0,0,3777,13.0,4,2.0,DFW,0.0,N628AE,11.0,16.0,MQ,0.0,2005
185.0,,-22.0,1310.0,1332,905,207,,0,,1,12,0.0,905.0,SJU,1432.0,0,1187,,2,,RDU,,,,,AA,,1990
137.0,,-5.0,1939.0,1944,1622,142,,0,,4,23,0.0,1622.0,SJU,1045.0,0,917,,3,,MIA,,,,,AA,,1989
86.0,74.0,-4.0,1908.0,1912,1845,87,,0,,3,1,-3.0,1842.0,MSP,408.0,0,1287,,5,,GRR,,N603NW,5.0,7.0,NW,,2002
278.0,250.0,-2.0,1658.0,1700,920,280,,0,,3,27,0.0,920.0,JFK,2153.0,0,2012,,9,,PHX,,N632AW,6.0,22.0,HP,,2000
117.0,,10.0,1748.0,1738,1554,104,,0,,3,11,-3.0,1551.0,DFW,624.0,0,1497,,9,,DSM,,,,,AA,,1991
151.0,108.0,77.0,2254.0,2137,2000,157,,0,,7,11,83.0,2123.0,ORD,719.0,0,553,,4,,EWR,,N16310,7.0,36.0,CO,,1999
60.0,52.0,-5.0,1015.0,1020,915,65,,0,,7,19,0.0,915.0,SJC,333.0,0,1181,,11,,ONT,,N303,3.0,5.0,WN,,2000
165.0,145.0,-22.0,1358.0,1420,915,185,,0,0.0,2,24,-2.0,913.0,DFW,1235.0,0,2434,0.0,10,0.0,LAX,0.0,N497AA,7.0,13.0,AA,0.0,2006
132.0,116.0,65.0,1652.0,1547,1425,142,,0,,6,13,75.0,1540.0,LAX,862.0,0,39,,5,,DEN,,N550UA,4.0,12.0,UA,,2000
220.0,196.0,6.0,1541.0,1535,1005,210,,0,0.0,4,7,-4.0,1001.0,MSP,1589.0,0,356,0.0,7,0.0,SFO,0.0,N548US,11.0,13.0,NW,0.0,2005
152.0,132.0,0.0,1044.0,1044,714,150,,0,,2,29,-2.0,712.0,TPA,1012.0,0,1326,,2,,ORD,,N290AA,7.0,13.0,AA,,2000
93.0,74.0,-1.0,2232.0,2233,2150,103,,0,,7,6,9.0,2159.0,SHV,552.0,0,4820,,7,,ATL,,N972EV,4.0,15.0,EV,,2008
83.0,,-3.0,1423.0,1426,1300,86,,0,,6,9,0.0,1300.0,SNA,372.0,0,836,,7,,SFO,,,,,AA,,1988
112.0,90.0,-6.0,2214.0,2220,2121,119,,0,,2,30,1.0,2122.0,DEN,680.0,0,565,,7,,MSP,,N336NW,5.0,17.0,NW,,2002
75.0,56.0,32.0,1729.0,1657,1542,75,,0,,4,28,32.0,1614.0,LAX,337.0,0,2539,,9,,OAK,,N917UA,9.0,10.0,UA,,2000
69.0,41.0,-10.0,933.0,943,733,70,,0,,3,12,-9.0,724.0,DTW,229.0,0,1182,,6,,MDW,,N334NB,7.0,21.0,NW,,2002
203.0,177.0,-6.0,1917.0,1923,1655,208,,0,0.0,5,29,-1.0,1654.0,SLC,1249.0,0,6997,0.0,9,0.0,ORD,0.0,N751SK,5.0,21.0,OO,0.0,2006
68.0,49.0,-13.0,855.0,908,850,78,,0,0.0,3,31,-3.0,847.0,MOB,302.0,0,4665,0.0,1,0.0,ATL,0.0,N859AS,3.0,16.0,EV,0.0,2007
145.0,,51.0,1906.0,1815,1655,140,,0,,4,23,46.0,1741.0,SFO,896.0,0,971,,8,,ABQ,,,,,WN,,1990
72.0,50.0,-11.0,1353.0,1404,1245,79,,0,0.0,7,13,-4.0,1241.0,CLE,288.0,0,7337,0.0,6,0.0,IAD,0.0,N691BR,3.0,19.0,DH,0.0,2004
55.0,,123.0,1958.0,1755,1657,58,,0,,6,6,126.0,1903.0,CAE,191.0,0,1265,,7,,ATL,,,,,DL,,1991
80.0,,22.0,1129.0,1107,900,67,,0,,5,15,9.0,909.0,ATL,302.0,0,636,,5,,MOB,,,,,DL,,1992
83.0,,10.0,1235.0,1225,1110,75,,0,,3,8,2.0,1112.0,MSP,449.0,0,1474,,7,,MOT,,,,,NW,,1992
72.0,,-12.0,1812.0,1824,1700,84,,0,,2,24,0.0,1700.0,SFO,337.0,0,2049,,5,,LAX,,,,,AA,,1988
63.0,50.0,-2.0,1403.0,1405,1300,65,,0,,3,15,0.0,1300.0,STL,342.0,0,2086,,8,,OMA,,N625@@,3.0,10.0,WN,,2001
114.0,92.0,-1.0,1500.0,1501,1211,110,,0,0.0,7,18,-5.0,1206.0,RDU,647.0,0,1962,0.0,1,0.0,ORD,0.0,N2CDAA,6.0,16.0,AA,0.0,2004
79.0,54.0,-1.0,2045.0,2046,1915,91,,0,,2,20,11.0,1926.0,LAX,337.0,0,1943,,8,,SFO,,N292AA,7.0,18.0,AA,,2002
72.0,56.0,2.0,832.0,830,820,70,,0,,2,20,0.0,820.0,PHX,328.0,0,478,,7,,ABQ,,N697,4.0,12.0,WN,,1999
291.0,176.0,81.0,1225.0,1104,830,214,,0,,1,8,4.0,834.0,IAH,1400.0,0,205,,7,,EWR,,N83872,4.0,111.0,CO,,1996
91.0,73.0,-2.0,1928.0,1930,1800,90,,0,,3,16,-3.0,1757.0,CVG,390.0,0,994,,1,,RDU,,-N653D,7.0,11.0,DL,,2002
,,,,1550,1300,110,,1,,3,12,,,DEN,629.0,0,2726,,9,,LAS,,äNKNOæ,0.0,0.0,UA,,2001
119.0,94.0,-4.0,1731.0,1735,1631,124,,0,,2,19,1.0,1632.0,ORD,606.0,0,1247,,6,,ATL,,N310ä1,10.0,15.0,UA,,2001
109.0,80.0,-4.0,1731.0,1735,1545,110,,0,,4,4,-3.0,1542.0,RDU,426.0,0,4703,,12,,JFK,,N822MQ,3.0,26.0,MQ,,2008
112.0,96.0,-2.0,1200.0,1202,1110,112,,0,,5,1,-2.0,1108.0,MSP,596.0,0,1604,,11,,CVG,,N376DA,5.0,11.0,DL,,2002
123.0,,15.0,1915.0,1900,1811,109,,0,,4,26,1.0,1812.0,SFO,599.0,0,1479,,9,,SLC,,,,,DL,,1991
104.0,,-2.0,2124.0,2126,1940,106,,0,,6,2,0.0,1940.0,DCA,547.0,0,728,,4,,ATL,,,,,TW,,1994
140.0,,5.0,2336.0,2331,2016,135,,0,,1,25,0.0,2016.0,EWR,872.0,0,70,,1,,STL,,,,,TW,,1993
,,,,1304,1228,36,,1,,1,14,,,SFO,77.0,0,1946,,2,,MRY,,UNKNOW,0.0,0.0,UA,,2000
49.0,,5.0,950.0,945,850,55,,0,,2,15,11.0,901.0,LGA,185.0,0,1948,,9,,BWI,,,,,US,,1992
103.0,66.0,-7.0,1920.0,1927,1745,102,,0,0.0,3,8,-8.0,1737.0,DCA,399.0,0,2045,0.0,2,0.0,BOS,0.0,N765UW,2.0,35.0,US,0.0,2006
87.0,63.0,2.0,2246.0,2244,2010,94,,0,0.0,5,26,9.0,2019.0,MBS,463.0,0,616,0.0,5,0.0,MSP,0.0,N603NW,5.0,19.0,NW,0.0,2006
327.0,298.0,-2.0,2227.0,2229,2000,329,,0,,6,25,0.0,2000.0,LAS,2227.0,0,1675,,4,,EWR,,N29124,6.0,23.0,CO,,1998
105.0,41.0,24.0,914.0,850,730,80,,0,,5,26,-1.0,729.0,EWR,200.0,0,337,,6,,BOS,,N478AC,14.0,50.0,CO,,1998
71.0,,12.0,1907.0,1855,1853,62,,0,,7,25,3.0,1856.0,BNA,230.0,0,1167,,8,,CVG,,,,,DL,,1991
215.0,180.0,71.0,1914.0,1803,1505,178,,0,0.0,2,14,34.0,1539.0,EWR,1068.0,0,277,0.0,11,71.0,RSW,0.0,N34131,13.0,22.0,CO,0.0,2006
135.0,,-13.0,1824.0,1837,1515,142,,0,,5,23,-6.0,1509.0,DEN,967.0,0,1632,,8,,SFO,,,,,CO,,1991
58.0,41.0,-13.0,1753.0,1806,1658,68,,0,0.0,2,17,-3.0,1655.0,CHS,259.0,0,881,0.0,5,0.0,ATL,0.0,N999DN,4.0,13.0,DL,0.0,2005
193.0,166.0,-2.0,1507.0,1509,1056,193,,0,,3,30,-2.0,1054.0,LGA,1416.0,0,1704,,12,,IAH,,N809NY,5.0,22.0,CO,,1998
158.0,136.0,5.0,2235.0,2230,1955,155,,0,,7,19,2.0,1957.0,MIA,1045.0,0,1736,,10,,SJU,,N068AA,8.0,14.0,AA,,2008
197.0,130.0,50.0,2214.0,2124,2000,144,,0,,2,4,-3.0,1957.0,ORD,733.0,0,357,,3,,LGA,,N482AA,6.0,61.0,AA,,1997
59.0,44.0,-18.0,2113.0,2131,2017,74,,0,,2,12,-3.0,2014.0,TUL,237.0,0,1326,,5,,DFW,,N823AA,3.0,12.0,AA,,1998
386.0,353.0,25.0,1836.0,1811,1510,361,,0,0.0,2,2,0.0,1510.0,LAX,2475.0,0,89,0.0,3,25.0,JFK,0.0,N171DN,8.0,25.0,DL,0.0,2004
288.0,255.0,57.0,1657.0,1600,900,240,,0,,5,28,9.0,909.0,ATL,1891.0,0,228,,2,,SAN,,N128DL,21.0,12.0,DL,,1997
59.0,38.0,16.0,1024.0,1008,910,58,,0,,1,15,15.0,925.0,IAH,224.0,0,2031,,3,,DFW,,N705AA,9.0,12.0,AA,,1999
136.0,,-5.0,1009.0,1014,753,141,,0,,6,4,0.0,753.0,ATL,793.0,0,557,,2,,SYR,,,,,EA,,1989
62.0,50.0,14.0,1454.0,1440,1340,60,,0,,7,2,12.0,1352.0,DAL,324.0,0,35,,7,,AMA,,N326,4.0,8.0,WN,,1995
202.0,188.0,-6.0,517.0,523,55,208,,0,,1,11,0.0,55.0,PDX,1542.0,0,102,,10,,ANC,,N932AS,3.0,11.0,AS,,1999
118.0,105.0,-17.0,1330.0,1347,1035,132,,0,,3,27,-3.0,1032.0,BOS,867.0,0,532,,2,,ORD,,N825UA,5.0,8.0,UA,,2008
117.0,95.0,2.0,907.0,905,810,115,,0,0.0,7,24,0.0,810.0,MDW,611.0,0,2612,0.0,7,0.0,BWI,0.0,N434,7.0,15.0,WN,0.0,2005
68.0,51.0,-7.0,1642.0,1649,1535,74,,0,0.0,1,11,-1.0,1534.0,SDF,321.0,0,530,0.0,4,0.0,ATL,0.0,N961DL,7.0,10.0,DL,0.0,2005
,,,,1703,1550,73,C,1,0.0,5,23,,,BTV,266.0,0,2394,0.0,7,0.0,EWR,0.0,0,0.0,0.0,XE,0.0,2004
42.0,,-11.0,713.0,724,630,54,,0,,5,11,1.0,631.0,DAY,213.0,0,1535,,10,,FNT,,,,,US,,1991
66.0,,12.0,945.0,933,840,53,,0,,5,3,-1.0,839.0,BWI,210.0,0,224,,11,,PIT,,,,,US,,1989
49.0,34.0,-5.0,2052.0,2057,2008,49,,0,,5,12,-5.0,2003.0,IAH,140.0,0,1712,,6,,AUS,,N23657,9.0,6.0,CO,,1998
101.0,80.0,7.0,1318.0,1311,1238,93,,0,0.0,7,18,-1.0,1237.0,STL,483.0,0,783,0.0,11,0.0,ATL,0.0,N950AT,7.0,14.0,FL,0.0,2007
124.0,,-7.0,1404.0,1411,1300,131,,0,,4,30,0.0,1300.0,MEM,762.0,0,855,,8,,DCA,,,,,NW,,1990
175.0,,-14.0,823.0,837,630,187,,0,,2,5,-2.0,628.0,DFW,1062.0,0,1339,,2,,RDU,,,,,AA,,1991
120.0,,-9.0,2001.0,2010,1701,129,,0,,2,5,0.0,1701.0,CVG,812.0,0,748,,4,,DFW,,,,,DL,,1994
129.0,88.0,38.0,1940.0,1902,1600,122,,0,,5,1,31.0,1631.0,LGA,733.0,0,358,,11,,ORD,,N411AA,19.0,22.0,AA,,1996
72.0,,-2.0,757.0,759,645,74,,0,,2,12,0.0,645.0,SJC,308.0,0,280,,1,,LAX,,,,,AA,,1993
65.0,52.0,-18.0,1335.0,1353,1232,81,,0,0.0,6,28,-2.0,1230.0,SDF,306.0,0,1776,0.0,1,0.0,DTW,0.0,N671MC,5.0,8.0,NW,0.0,2006
150.0,130.0,-14.0,1406.0,1420,1135,165,,0,0.0,7,11,1.0,1136.0,EWR,938.0,0,522,0.0,6,0.0,MCO,0.0,N629JB,9.0,11.0,B6,0.0,2006
80.0,,-9.0,1221.0,1230,1201,89,,0,,7,17,0.0,1201.0,PHX,507.0,0,1617,,4,,SLC,,,,,DL,,1988
57.0,,-5.0,939.0,944,845,59,,0,,7,3,-3.0,842.0,RIC,256.0,0,429,,5,,CLT,,,,,US,,1992
109.0,90.0,60.0,1649.0,1549,1355,114,,0,,3,24,65.0,1500.0,PHX,651.0,0,2423,,4,,SFO,,N957UA,4.0,15.0,UA,,1996
380.0,329.0,-12.0,2027.0,2039,1710,389,,0,,5,31,-3.0,1707.0,OAK,2554.0,0,1032,,5,,EWR,,N16703,8.0,43.0,CO,,2002
58.0,,13.0,1617.0,1604,1520,44,,0,,3,5,-1.0,1519.0,ORD,109.0,0,520,,10,,MSN,,,,,UA,,1988
87.0,61.0,1.0,1057.0,1056,930,86,,0,,3,5,0.0,930.0,TPA,406.0,0,154,,3,,ATL,,N989AT,5.0,21.0,FL,,2008
119.0,,17.0,1256.0,1239,1050,109,,0,,1,9,7.0,1057.0,ATL,595.0,0,340,,3,,MIA,,,,,DL,,1992
110.0,,8.0,2224.0,2216,2025,111,,0,,1,12,9.0,2034.0,FLL,680.0,0,265,,12,,RDU,,,,,AA,,1994
108.0,88.0,52.0,2032.0,1940,1855,105,,0,,3,9,49.0,1944.0,LAX,590.0,0,1498,,10,,SLC,,N391,8.0,12.0,WN,,1996
147.0,113.0,1.0,1116.0,1115,850,145,,0,0.0,4,9,-1.0,849.0,MCO,895.0,0,1071,0.0,2,0.0,CLE,0.0,N73276,5.0,29.0,CO,0.0,2006
190.0,164.0,1.0,620.0,619,115,184,,0,,1,5,-5.0,110.0,DFW,1464.0,0,654,,1,,SFO,,N667DN,8.0,18.0,DL,,1998
197.0,180.0,6.0,1527.0,1521,1411,190,,0,,7,9,-1.0,1410.0,SNA,1205.0,0,355,,2,,DFW,,N5CPAA,5.0,12.0,AA,,2003
31.0,21.0,-7.0,757.0,804,730,34,,0,0.0,1,23,-4.0,726.0,HNL,100.0,0,115,0.0,10,0.0,OGG,0.0,N487HA,5.0,5.0,HA,0.0,2006
49.0,43.0,-11.0,16.0,27,2330,57,,0,,3,15,-3.0,2327.0,FAI,261.0,0,113,,7,,ANC,,N934AS,1.0,5.0,AS,,1998
78.0,,-4.0,2127.0,2131,2010,81,,0,,5,4,-1.0,2009.0,MCI,392.0,0,1031,,3,,MEM,,,,,NW,,1994
157.0,,21.0,1656.0,1635,1310,145,,0,,3,14,9.0,1319.0,TPA,929.0,0,358,,3,,DFW,,,,,DL,,1990
40.0,,-5.0,2155.0,2200,2115,45,,0,,7,11,0.0,2115.0,CRP,187.0,0,55,,4,,HOU,,,,,WN,,1993
69.0,,-7.0,1944.0,1951,1735,76,,0,,6,15,0.0,1735.0,CVG,403.0,0,302,,8,,MEM,,,,,DL,,1992
49.0,,-4.0,2244.0,2248,2155,53,,0,,6,25,0.0,2155.0,RNO,192.0,0,635,,2,,SFO,,,,,AA,,1989
78.0,,9.0,748.0,739,630,69,,0,,3,1,0.0,630.0,ATL,306.0,0,674,,2,,GSO,,,,,DL,,1989
99.0,85.0,-6.0,1754.0,1800,1515,105,,0,,1,23,0.0,1515.0,DCA,612.0,0,618,,1,,ORD,,N907UA,3.0,11.0,UA,,1995
317.0,,-5.0,2212.0,2217,1855,322,,0,,1,23,0.0,1855.0,HNL,2398.0,0,817,,3,,SFO,,,,,UA,,1992
50.0,,8.0,2133.0,2125,2030,55,,0,,3,29,13.0,2043.0,DAL,239.0,0,60,,8,,HOU,,,,,WN,,1990
70.0,63.0,-10.0,2105.0,2115,1955,80,,0,,3,15,0.0,1955.0,BNA,471.0,0,2111,,5,,MSY,,N642,2.0,5.0,WN,,2002
179.0,160.0,-11.0,1609.0,1620,1410,190,,0,,2,18,0.0,1410.0,SLC,1156.0,0,341,,5,,STL,,N957U,4.0,15.0,TW,,1999
72.0,61.0,2.0,752.0,750,740,70,,0,,7,9,0.0,740.0,PHX,328.0,0,600,,4,,ABQ,,N23,3.0,8.0,WN,,1995
148.0,133.0,-17.0,1519.0,1536,1257,159,,0,0.0,1,2,-6.0,1251.0,SEA,978.0,0,493,0.0,7,0.0,SNA,0.0,N785AS,4.0,11.0,AS,0.0,2007
159.0,,37.0,2019.0,1942,1840,122,,0,,4,7,0.0,1840.0,ABQ,569.0,0,163,,12,,DFW,,,,,AA,,1989
173.0,125.0,46.0,2141.0,2055,1855,120,,0,0.0,7,14,-7.0,1848.0,CLT,644.0,0,1265,0.0,12,46.0,BDL,0.0,N574US,5.0,43.0,US,0.0,2003
105.0,87.0,3.0,1816.0,1813,1628,105,,0,0.0,7,11,3.0,1631.0,SMF,605.0,0,390,0.0,7,0.0,SEA,0.0,N706AS,6.0,12.0,AS,0.0,2004
140.0,119.0,6.0,1540.0,1534,1315,139,,0,,7,15,5.0,1320.0,CVG,752.0,0,697,,8,,BOS,,N674DL,6.0,15.0,DL,,1999
35.0,26.0,13.0,1143.0,1130,1045,45,,0,,2,9,23.0,1108.0,AUS,148.0,0,933,,9,,HOU,,N520SW,2.0,7.0,WN,,2008
